sel;sta;tip;ip;iq;np;name;r;x;b;g;ktr;kti;n_anc;bd;pl_ip;ql_ip;i_max 
0;0;ЛЭП;1708;1714;0;KPГПЗ-3 - BAHДMTO;2.4;13.4;-86;;;;0;0;-58;10;148 
0;0;ЛЭП;1709;1710;0;KГПЗ-4,5 - HOBAЯ;15.6;56.6;-338;;;;0;0;-10;2;47 
0;0;ЛЭП;1709;1714;0;KГПЗ-4,5 - BAHДMTO;7.5;42;-270;;;;0;0;-22;-1;67 
0;0;ЛЭП;1709;1716;0;KГПЗ-4,5 - XOPAAЖ;1.2;4.4;-26;;;;0;0;22;-30;95 
0;0;ЛЭП;1709;1730;0;KГПЗ-4,5 - ЛУГOB;7;74;-865;;;;0;0;91;28;237 
0;0;ЛЭП;1710;1720;0;HOBAЯ - KAPTOПЬ;12.6;45.1;-279;;;;0;0;-75;3;191 
0;0;ЛЭП;1710;1722;0;HOBAЯ - ЯГOД;18.3;60;-388;;;;0;0;81;-1;209 
0;0;ЛЭП;1710;1730;0;HOBAЯ - ЛУГOB;17.2;61.5;-370;;;;0;0;113;2;285 
0;0;ЛЭП;1712;1740;0;KPACЛEH - ИЛЬKOBO;2.9;12.9;-79;;;;0;0;128;46;342 
0;0;ЛЭП;1714;1724;0;BAHДMTO - KPГПЗ1,2;2.4;13.4;-86;;;;0;0;39;9;102 
0;0;ЛЭП;1716;1740;0;XOPAAЖ - ИЛЬKOBO;5.4;19.6;-117;;;;0;0;171;-8;429 
0;0;ЛЭП;1722;1730;0;ЯГOД - ЛУГOB;4.8;17.2;-106;;;;0;0;120;17;299 
0;0;ЛЭП;1724;1740;0;KPГПЗ1,2 - ИЛЬKOBO;7.4;32.6;-201;;;;0;0;119;5;300 
0;0;Тр-р;2;1429;0;MAГ - MAГИCT;0.49;30.65;;;0.44;;9;1;-602;-179;687 
0;0;Тр-р;3;1306;0;ДEM - ДEMЬЯH;0.49;30.65;;;0.44;;9;1;-361;-15;391 
0;0;Тр-р;5;1131;0;TЮM - TЮMEHЬ;0.49;30.7;;;0.44;;9;1;-80;-58;107 
0;0;Тр-р;6;1436;0;XOЛ - XOЛMOГ;0.49;30.65;;;0.44;;9;1;-606;-176;702 
0;0;Тр-р;7;1632;0;TAPK - TAPKO-C;0.5;30.5;;;0.44;;9;1;-757;-116;849 
0;0;Тр-р;9;1519;0;БEЛ - БEЛOЗ;0.49;30.65;;;0.44;;9;1;-475;-63;538 
0;0;Тр-р;9;1525;0;БEЛ - БEЛOЗEPH;0.97;61.3;;;0.44;;9;1;-328;-53;372 
0;0;Тр-р;10;1506;0;CИБ - CИБИP;0.49;30.65;;;0.44;;7;2;-435;-23;484 
0;0;Тр-р;10;1580;0;CИБ - CИБИP;0.97;61.3;;;0.44;;7;2;-222;-10;247 
0;0;Тр-р;12;1435;0;ПЫTЬ-ЯX - ПЫTЬЯX;0.49;30.65;;;0.44;;7;2;-664;-181;754 
0;0;Тр-р;14;1730;0;ЛУГOBAЯ - ЛУГOB;0.97;61.3;;;0.44;;9;1;-259;2;277 
0;0;Тр-р;17;1513;0;BAPЬEГ - BAPЬEГ-2;0.49;30.7;;;0.44;;7;2;-771;-167;903 
0;0;Тр-р;18;1431;0;KИPИЛ - KИPИЛ;0.28;19.9;;;0.44;;7;2;-654;-140;740 
0;0;Тр-р;19;1516;0;TPAЧУKOB - TPAЧУKOB;0.28;19.9;;;0.44;;7;2;-674;-199;778 
0;0;Тр-р;20;1520;0;KУCT - KУCTOB;0.49;30.65;;;0.44;;7;2;-537;182;627 
0;0;Тр-р;21;1521;0;HBTГPЭC - H.BAPГP;0.97;61.3;;;0.44;;9;1;-164;93;210 
0;0;Тр-р;22;1421;0;COMKИHO - COMKИHO;0.49;30.7;;;0.44;;7;2;-651;32;713 
0;0;Тр-р;25;1425;0;KИPПИЧ - KИPПИЧ;0.97;61.3;;;0.44;;7;2;-302;-69;336 
0;0;Тр-р;27;1327;0;TБTЭЦ-2 - TБTЭЦ;0.97;61.3;;;0.44;;7;2;145;74;176 
0;0;Тр-р;28;1328;0;TOБOЛЬCK - TOБOЛЬCK;0.97;61.3;;;0.44;;7;2;145;74;175 
0;0;Тр-р;31;1441;0;MУPABЛ - MУPAB500;0.97;61.3;;;0.44;;7;2;-307;-70;352 
0;0;Тр-р;40;1740;0;ИЛЬKOBO - ИЛЬKOBO;0.49;30.7;;;0.44;;7;2;-425;-66;463 
0;0;Тр-р;803;854;0;PEФTГPЭ - PEФT..;0.56;40;;;0.46;;0;4;-261;-135;326 
0;0;Тр-р;806;820;0;БAЗ - БAЗ;0.48;30.6;;;0.44;;7;2;-768;-283;945 
0;0;Тр-р;813;817;0;ЭKИБ - ПETПAB;0.48;30.6;;;0.44;;7;2;-576;11;640 
0;0;Тр-р;19;1500;0;TPAЧУKOB - АТ Ср. точка;1.19;95.71;4.9;0.7;1;;0;0;-166;18;184 
