sel;sta;tip;ip;iq;np;name;r;x;b;g;ktr;kti;n_anc;bd;pl_ip;ql_ip;i_max 
0;0;ЛЭП;7176;7156;0;отп. Л-106 на ПС 110 кВ Птицефабрика - ПС 110 кВ Табага 2СШ-110 ;2.95;10.13;-70.3;;;;0;0;-33;2;157 
0;0;ЛЭП;7326;7137;0;Якутская ГРЭС Новая 1СШ 1с - отп.Л-101 РЛТ-101;0.85;2.92;-20.2;;;;0;0;-26;-8;131 
0;0;Выкл;6218;6250;0;ПС 220 кВ Сунтар ОРУ-220 кВ - ПС 220 кВ Сунтар ОРУ-220 кВ;;;;;;;0;0;-35;-9;92 
0;0;Тр-р;6321;6331;0;Светлинская ГЭС Г1 - Светлинская ГЭС РУ-6 кВ;0.11;1.51;2.5;0.5;0.484;;7;70652;-4;-2;169 
0;0;Тр-р;6323;6330;0;Светлинская ГЭС Г3 - Светлинская ГЭС РУ-6 кВ;0.11;1.51;2.5;0.5;0.484;;7;70652;-2;;65 
0;0;ЛЭП;6331;6171;1;Светлинская ГЭС РУ-6 кВ - ПС 110 кВ Вилюй ЗРУ-6 кВ;0.68;0.95;-0.8;;;;0;0;-2;-1;237 
0;0;Выкл;6350;6320;0;Светлинская ГЭС 2C 220 - Светлинская ГЭС 1C 220;;;;;;;0;0;13;-6;33 
0;0;Выкл;6503;6510;0;ПС 220 кВ Айхал 1СШ-10 кВ, 2СШ-10 кВ - ПС 220 кВ Айхал СК_1;;;;;;;0;0;;8;413 
0;0;Выкл;6503;6511;0;ПС 220 кВ Айхал 1СШ-10 кВ, 2СШ-10 кВ - ПС 220 кВ Айхал СК_2;;;;;;;0;0;;8;413 
0;0;ЛЭП;7141;7137;0;ПС 110 кВ Хатын Юрях 2СШ-110 - отп.Л-101 РЛТ-101;0.32;1.11;-7.7;;;;0;0;12;4;61 
0;0;ЛЭП;7192;7194;0;ПС 110 кВ Чурапча - отп. Л-112 на ПС 110 кВ Ытык-Кюель;8.73;29.96;-207.7;;;;0;0;-19;3;99 
0;0;ЛЭП;7194;7195;0;отп. Л-112 на ПС 110 кВ Ытык-Кюель - ПС 110 кВ Ытык-Кюель;1.66;2.39;-14.4;;;;0;0;-9;-3;47 
0;0;ЛЭП;7194;7198;0;отп. Л-112 на ПС 110 кВ Ытык-Кюель - отп. Л-112 на ПС 110 кВ Новый;13.03;44.72;-310.1;;;;0;0;-10;4;56 
0;0;ЛЭП;7206;7172;0;отп. Л-106 на ПС 110 кВ Намыв - отп. Л-106 на ПС 110 кВ Набережная;0.51;1.71;-11.8;;;;0;0;-52;-4;249 
0;0;Тр-р;7322;7308;0;Якутская ГРЭС 2СШ 2с  - Якутская ГРЭС Г-8;0.68;19.73;27.9;5.5;0.087;;3;70703;33;3;157 
0;0;ЛЭП;7192;7193;0;ПС 110 кВ Чурапча - ПС 110 кВ Сулгачи;11.15;28.48;-189;;;;0;0;-21;11;121 
0;0;ЛЭП;7193;7196;0;ПС 110 кВ Сулгачи - ПП 110 кВ Кюпцы;35.84;62.72;-390.4;;;;0;0;-9;16;91 
0;0;Тр-р;7321;7307;0;Якутская ГРЭС 1СШ  - Якутская ГРЭС Г-7;0.64;19.22;26.8;5.2;0.087;;3;70703;;;2 
0;0;ЛЭП;60402940;60402935;0;отпайка НПС-8 1 - ПС 220 кВ НПС-8 1 СШ;;0.01;-0.1;;;;0;0;-4;-3;12 
0;0;ЛЭП;7196;7200;0;ПП 110 кВ Кюпцы - ПС 110 кВ Эльдикан;4.63;8.44;-53;;;;0;0;-6;10;57 
0;0;ЛЭП;7196;7197;0;ПП 110 кВ Кюпцы - ПС 110 кВ Усть Мая;16.51;28.89;-179.8;;;;0;0;-2;2;12 
0;0;ЛЭП;7114;7325;0;ПС 110 кВ Восточная 2СШ 6 - Якутская ТЭЦ 2СШ-6 ;0.02;0.05;-34.1;;;;0;0;3;-1;273 
0;3;ЛЭП;7115;7324;0;ПС 110 кВ Восточная 1СШ 6 - Якутская ТЭЦ 1СШ-6 ;0.02;0.05;-34.1;;;;0;0;;; 
0;0;ЛЭП;7198;7201;0;отп. Л-112 на ПС 110 кВ Новый - ПС 110 кВ Хандыга;6;15.61;-104.8;;;;0;0;-10;;52 
0;0;ЛЭП;7137;7143;0;отп.Л-101 РЛТ-101 - отп. Л-101 на ПС 110 кВ Радиоцентр;5.1;7.35;-44.2;;;;0;0;-14;-4;72 
0;0;ЛЭП;7136;7144;0;отп.Л-102 РЛТ-102 - ПС 110 кВ Радиоцентр 1СШ 110;5.19;7.48;-45;;;;0;0;-5;-3;30 
0;0;ЛЭП;7172;7182;0;отп. Л-106 на ПС 110 кВ Набережная - ПС 110 кВ Набережная 2СШ 110;0.08;0.2;-1.3;;;;0;0;-11;-3;53 
0;0;ЛЭП;7171;7181;0;отп. Л-105 на ПС 110 кВ Набережная - ПС 110 кВ Набережная 1СШ 110;0.08;0.2;-1.3;;;;0;0;-10;-3;52 
0;0;ЛЭП;7173;7183;0;отп. Л-105 на ПС 110 кВ ДСК - ПС 110 кВ ДСК 1СШ 110;0.1;0.25;-1.6;;;;0;0;-4;-1;21 
0;0;ЛЭП;7174;7184;0;отп. Л-106 на ПС 110 кВ ДСК - ПС 110 кВ ДСК 2СШ 110;0.1;0.25;-1.6;;;;0;0;-3;-1;16 
0;0;ЛЭП;7176;7186;0;отп. Л-106 на ПС 110 кВ Птицефабрика - ПС 110 кВ Птицефабрика 2СШ 110;0.08;0.13;-0.8;;;;0;0;;; 
0;0;ЛЭП;7177;7185;0;отп. Л-105 на ПС 110 кВ Птицефабрика - ПС 110 кВ Птицефабрика 1СШ 110;0.08;0.13;-0.8;;;;0;0;-5;-2;25 
0;1;Выкл;7181;7182;0;ПС 110 кВ Набережная 1СШ 110 - ПС 110 кВ Набережная 2СШ 110;;;;;;;0;0;;; 
0;1;Выкл;7125;7126;0;ПС 110 кВ Центральная 2СШ 110 - ПС 110 кВ Центральная 1СШ 110;;;;;;;0;0;;; 
0;0;ЛЭП;7140;7136;0;ПС 110 кВ Хатын Юрях 1СШ-110 - отп.Л-102 РЛТ-102;0.32;1.11;-7.7;;;;0;0;26;6;130 
0;1;Выкл;6217;6216;0;ПС 220 кВ Чернышевская 1СШ-220 кВ - ПС 220 кВ Чернышевская 2СШ-220 кВ;;;;;;;0;0;;; 
0;0;ЛЭП;60402941;60402934;0;отпайка НПС-8 2 - ПС 220 кВ НПС-8 2 СШ;;0.01;-0.1;;;;0;0;-4;-3;12 
0;0;Тр-р;7323;7304;0;Якутская ГРЭС 2СШ 1с  - Якутская ГРЭС Г-4;0.7;21.93;22.4;3.7;0.087;;0;0;48;8;231 
0;0;Тр-р;7321;7303;0;Якутская ГРЭС 1СШ  - Якутская ГРЭС Г-3;0.77;21.91;19.7;3.8;0.087;;0;0;50;8;242 
0;0;Тр-р;7323;7302;0;Якутская ГРЭС 2СШ 1с  - Якутская ГРЭС Г-2;0.67;19;31.1;5.2;0.087;;0;0;52;2;247 
0;0;ЛЭП;60402940;60402932;0;отпайка НПС-8 1 - ПС 220 кВ НПС-7 1 СШ;16.89;59.07;-367.7;5.8;;;0;0;54;-3;139 
0;0;ЛЭП;7201;7203;0;ПС 110 кВ Хандыга - ПС 110 кВ Джебарики;12.23;21.98;-137.8;;;;0;0;-3;1;14 
0;1;Выкл;7114;7115;0;ПС 110 кВ Восточная 2СШ 6 - ПС 110 кВ Восточная 1СШ 6;;;;;;;0;0;;; 
0;1;Выкл;7112;7113;0;ПС 110 кВ Восточная 2СШ 110 - ПС 110 кВ Восточная 1СШ 110;;;;;;;0;0;;; 
0;1;Выкл;7185;7186;0;ПС 110 кВ Птицефабрика 1СШ 110 - ПС 110 кВ Птицефабрика 2СШ 110;;;;;;;0;0;;; 
0;1;Выкл;7183;7184;0;ПС 110 кВ ДСК 1СШ 110 - ПС 110 кВ ДСК 2СШ 110;;;;;;;0;0;;; 
0;0;ЛЭП;7198;7199;0;отп. Л-112 на ПС 110 кВ Новый - ПС 110 кВ Новый;1.95;2.81;-16.9;;;;0;0;;;2 
0;0;Тр-р;4128;4133;0;ПС 220 кВ Томмот АТ-2 - ПС 220 кВ Томмот 2 С 10;10.98;204.92;;;0.048;;0;0;;; 
0;0;Тр-р;4129;4142;0;ПС 220 кВ Томмот АТ-1 - ПС 220 кВ Томмот 1 С 11;11.13;204.92;;;0.048;;0;0;;; 
0;0;Тр-р;4129;4131;0;ПС 220 кВ Томмот АТ-1 - ПС 220 кВ Томмот КРУЭ-110 кВ;1.49;-12.13;;;0.51;;11;70706;-9;;22 
0;0;Тр-р;4128;4131;0;ПС 220 кВ Томмот АТ-2 - ПС 220 кВ Томмот КРУЭ-110 кВ;1.66;-12.13;;;0.51;;11;70706;-9;;22 
0;0;Тр-р;4130;4128;0;ПС 220 кВ Томмот КРУЭ-220 кВ - ПС 220 кВ Томмот АТ-2;0.74;101.06;0.8;0.4;1;;0;0;-9;-1;22 
0;0;Тр-р;4130;4129;0;ПС 220 кВ Томмот КРУЭ-220 кВ - ПС 220 кВ Томмот АТ-1;0.83;101.06;0.7;0.4;1;;0;0;-9;-1;22 
0;0;ЛЭП;4602;4130;0;ПС 220 кВ Нижний Куранах 2С-220 кВ - ПС 220 кВ Томмот КРУЭ-220 кВ;4.55;20.35;-125.5;;;;0;0;19;22;72 
0;0;ЛЭП;4601;4130;0;ПС 220 кВ Нижний Куранах 1С-220 кВ - ПС 220 кВ Томмот КРУЭ-220 кВ;4.55;20.35;-125.5;;;;0;0;19;22;72 
0;0;ЛЭП;4321;4110;0;Чульманская ТЭЦ 1СШ-110 - отп.1 ПС 110 кВ Денисовская;1.37;3.5;-23.3;;;;0;0;27;1;132 
0;0;ЛЭП;4322;4111;0;Чульманская ТЭЦ 2СШ-110 - отп.2 ПС 110 кВ Денисовская;1.37;3.49;-23.2;;;;0;0;27;1;133 
0;0;ЛЭП;4126;4321;0;отп.1 ПС 110 кВ Инаглинская - Чульманская ТЭЦ 1СШ-110;2.32;4.4;-27.9;;;;0;0;25;-10;132 
0;0;ЛЭП;4125;4127;0;отп.2 ПС 110 кВ Инаглинская - ПС 110 кВ Инаглинская 2С;2.01;3.46;-21.6;;;;0;0;-1;;3 
0;0;ЛЭП;4125;4322;0;отп.2 ПС 110 кВ Инаглинская - Чульманская ТЭЦ 2СШ-110;2.35;4.44;-28.2;;;;0;0;25;-10;131 
0;0;ЛЭП;4126;4140;0;отп.1 ПС 110 кВ Инаглинская - ПС 110 кВ Инаглинская 1С;2.01;3.46;-21.6;;;;0;0;-1;;3 
0;0;ЛЭП;3421;3423;0;ПС 220 кВ Сковородино 1С-220 кВ - ПС 220 кВ БАМ/Т;2.53;11.09;-68.4;;;;0;0;-95;-9;248 
0;0;ЛЭП;3401;3421;0;ПС 220 кВ Тында 1С-220 - ПС 220 кВ Сковородино 1С-220 кВ;5.7;49.17;-561.3;;;;0;0;-24;-3;100 
0;0;ЛЭП;4108;4122;0;ПС 110 кВ Верхний Куранах - ПС 220 кВ Нижний Куранах 2С-110 кВ;3.06;4.34;-26.1;;;;0;0;4;1;21 
0;0;ЛЭП;4118;4125;0;отп.2 ПС 110 кВ Угольная - отп.2 ПС 110 кВ Инаглинская;1.94;3.33;-20.8;;;;0;0;24;-9;127 
0;1;Выкл;3143;3146;0;ПС 110 кВ Северная 2С-110 кВ - ПС 110 кВ Северная 1С-110 кВ;;;;;;;0;0;;; 
0;0;ЛЭП;3144;3146;0;ПС 110 кВ Северная отп.1С-110 кВ - ПС 110 кВ Северная 1С-110 кВ;0.43;0.63;-52.9;;;;0;0;-3;1;17 
0;0;ЛЭП;3144;3139;0;ПС 110 кВ Северная отп.1С-110 кВ - ПС 110 кВ Центральная;0.47;1.21;-8.1;;;;0;0;17;-13;102 
0;0;ЛЭП;3165;3144;0;ПС 220 кВ Благовещенская 1С-110 кВ - ПС 110 кВ Северная отп.1С-110 кВ;0.59;1.54;-10.3;;;;0;0;13;-12;87 
0;0;ЛЭП;3145;3143;0;ПС 110 кВ Северная отп. 2С-110 кВ - ПС 110 кВ Северная 2С-110 кВ;0.1;0.15;-12.7;;;;0;0;-10;-2;50 
0;0;ЛЭП;3145;3139;0;ПС 110 кВ Северная отп. 2С-110 кВ - ПС 110 кВ Центральная;0.47;1.21;-8.1;;;;0;0;20;-11;111 
0;0;ЛЭП;3166;3145;0;ПС 220 кВ Благовещенская 2С-110 кВ - ПС 110 кВ Северная отп. 2С-110 кВ;0.6;1.55;-10.3;;;;0;0;10;-13;82 
0;0;Выкл;4415;4416;0;ПС 220 кВ НПС-15 1С-220 - ПС 220 кВ НПС-15 2С-220;;;;;;;0;0;6;-11;32 
0;0;ЛЭП;3465;3480;0;ПС 220 кВ Благовещенская 1С-220 кВ - ПС 220 кВ Варваровка;10.4;46.56;-286.9;;;;0;0;38;12;99 
0;0;ЛЭП;4112;4115;0;отп.1 ПС 110 кВ Дежневская - ПС 110 кВ Дежневская 1С;0.62;1.58;-10.5;;;;0;0;-5;;24 
0;0;ЛЭП;4113;4138;0;отп.2 ПС 110 кВ Дежневская - ПС 110 кВ Дежневская 2С;0.62;1.58;-10.5;;;;0;0;-5;;24 
0;0;ЛЭП;4110;4114;0;отп.1 ПС 110 кВ Денисовская - ПС 110 кВ Денисовская 1С;0.01;0.03;-0.2;;;;0;0;-1;-1;8 
0;0;ЛЭП;4111;4139;0;отп.2 ПС 110 кВ Денисовская - ПС 110 кВ Денисовская 2С;0.02;0.05;-0.3;;;;0;0;-1;-1;8 
0;0;Выкл;4317;4318;0;Нерюнгринская ГРЭС 1СШ-110 - Нерюнгринская ГРЭС 2СШ-110;;;;;;;0;0;-4;4;29 
0;1;ЛЭП;4120;4109;0;отп. ПС 110 кВ ВГК - ПС 110 кВ ВГК;1.35;3.43;-22.8;;;;0;0;;; 
0;0;ЛЭП;4317;4109;0;Нерюнгринская ГРЭС 1СШ-110 - ПС 110 кВ ВГК;1.33;3.4;-22.8;;;;0;0;-4;-2;23 
0;0;ЛЭП;4120;4317;0;отп. ПС 110 кВ ВГК - Нерюнгринская ГРЭС 1СШ-110;0.02;0.04;-0.3;;;;0;0;34;2;163 
0;0;Выкл;4121;4122;0;ПС 220 кВ Нижний Куранах 1С-110 кВ - ПС 220 кВ Нижний Куранах 2С-110 кВ;;;;;;;0;0;-15;9;87 
0;1;Выкл;4123;4124;0;ПС 110 кВ ЗИФ 1С - ПС 110 кВ ЗИФ 2С;;;;;;;0;0;;; 
0;0;ЛЭП;4118;4141;0;отп.2 ПС 110 кВ Угольная - ПС 110 кВ Угольная 2С;0.01;0.02;-0.1;;;;0;0;-1;;6 
0;0;ЛЭП;4119;4116;0;отп.1 ПС 110 кВ Угольная - ПС 110 кВ Угольная 1С;0.01;0.02;-0.1;;;;0;0;-1;;6 
0;0;ЛЭП;4119;4101;0;отп.1 ПС 110 кВ Угольная - ПС 110 кВ Малый Нимныр;21.66;37.15;-231.4;;;;0;0;-23;10;122 
1;1;Тр-р;3625;3325;0;Свободненская ТЭС 1 СШ 220 кВ и 2 СШ 220 кВ - Свободненская ТЭС 1 СШ 110 кВ и 2 СШ 110 кВ;1;46.55;;;0.526;;0;0;;; 
0;0;ЛЭП;4119;4126;0;отп.1 ПС 110 кВ Угольная - отп.1 ПС 110 кВ Инаглинская;1.92;3.29;-20.5;;;;0;0;25;-9;129 
0;1;Выкл;4309;4310;0;ПС 220 кВ НПС-19 1С-220 - ПС 220 кВ НПС-19 2С-220;;;;;;;0;0;;; 
1;1;Тр-р;3626;3326;0;Свободненская ТЭС 3 СШ 220 кВ и 4 СШ 220 кВ - Свободненская ТЭС 3 СШ 110 кВ и 4 СШ 110 кВ;1;46.55;;;0.526;;0;0;;; 
1;1;Тр-р;3325;3341;0;Свободненская ТЭС 1 СШ 110 кВ и 2 СШ 110 кВ - Свободненская ТЭС ТГ-1;0.37;12.3;;;0.087;;0;0;;; 
0;0;ЛЭП;4614;4416;0;отп.2 ПС 220 кВ НПС-16 - ПС 220 кВ НПС-15 2С-220;16.28;55.58;-349.9;;;;0;0;-77;21;203 
0;0;ЛЭП;4613;4607;0;отп.1 ПС 220 кВ НПС-16 - ПП 220 кВ Амга;3.96;13.53;-85.3;;;;0;0;-79;18;205 
0;0;ЛЭП;4607;4415;0;ПП 220 кВ Амга - ПС 220 кВ НПС-15 1С-220;13.57;46.33;-292.1;;;;0;0;-78;16;203 
0;0;ЛЭП;4316;4310;0;отп.2 ПС 220 кВ НПС-19 - ПС 220 кВ НПС-19 2С-220;0.94;3.47;-20.8;;;;0;0;-14;-3;36 
0;0;ЛЭП;4314;4309;0;отп.1 ПС 220 кВ НПС-19 - ПС 220 кВ НПС-19 1С-220;0.95;3.5;-21;;;;0;0;-8;-1;20 
0;0;ЛЭП;3463;3479;2;ПС 220 кВ Ледяная - ПС 220 кВ Восточная;0.69;2.83;-17.1;;;;0;0;;;2 
0;0;ЛЭП;3463;3479;1;ПС 220 кВ Ледяная - ПС 220 кВ Восточная;0.69;2.82;-17;;;;0;0;;;2 
0;0;ЛЭП;3463;3478;0;ПС 220 кВ Ледяная - ПС 220 кВ ГПП;1.86;8.07;-49.1;;;;0;0;-4;2;13 
0;0;Выкл;3541;3542;0;ПС 500 кВ Амурская 1СШ-220 кВ - ПС 500 кВ Амурская 2СШ-220 кВ;;;;;;;0;0;-34;3;85 
0;0;ЛЭП;3322;3148;0;Благовещенская ТЭЦ 2СШ-110 кВ - ПС 110 кВ Новая 2С-110 кВ;0.16;0.73;-4.5;;;;0;0;-85;-6;414 
0;0;ЛЭП;3321;3147;0;Благовещенская ТЭЦ - ПС 110 кВ Новая 1С-110 кВ;0.16;0.73;-4.5;;;;0;0;-82;-4;398 
0;0;ЛЭП;3401;3410;0;ПС 220 кВ Тында 1С-220 - ПС 220 кВ НПС-20;2.3;8.48;-50.8;;;;0;0;-18;1;46 
0;0;ЛЭП;3402;3410;0;ПС 220 кВ Тында 2С-220 - ПС 220 кВ НПС-20;2.3;8.48;-50.8;;;;0;0;-18;1;46 
0;0;Выкл;3530;3536;0;ПС 500 кВ Амурская 2С 500 - ПС 500 кВ Амурская 7С 500;;;;;;;0;0;174;-5;201 
0;0;Выкл;3539;3536;0;ПС 500 кВ Амурская 1С 500 - ПС 500 кВ Амурская 7С 500;;;;;;;0;0;16;16;27 
0;0;Выкл;3539;3532;0;ПС 500 кВ Амурская 1С 500 - ПС 500 кВ Амурская 5С 500;;;;;;;0;0;31;-28;48 
0;0;ЛЭП;3508;3536;0;Зейская ГЭС Р-Ам. 2 - ПС 500 кВ Амурская 7С 500;10.48;111.99;-1365.8;;;;0;0;-193;157;299 
0;0;Выкл;3508;3525;0;Зейская ГЭС Р-Ам. 2 - Зейская ГЭС 500 (П-3);;;;;;;0;0;115;4;130 
0;0;Выкл;3524;3508;0;Зейская ГЭС 2С-500 - Зейская ГЭС Р-Ам. 2;;;;;;;0;0;-79;-8;90 
0;0;Выкл;3523;3500;0;Зейская ГЭС 1С-500 - Зейская ГЭС 500 (АТ);;;;;;;0;0;-60;10;69 
0;0;ЛЭП;3525;3528;0;Зейская ГЭС 500 (П-3) - Зейская ГЭС 500 (Т5, Т6);0.1;;;;;;0;0;177;2;201 
0;0;ЛЭП;3526;3527;0;Зейская ГЭС 500 (П-4) - Зейская ГЭС 500 (Т3, Т4);0.1;;;;;;0;0;358;6;406 
0;0;Выкл;3524;3500;0;Зейская ГЭС 2С-500 - Зейская ГЭС 500 (АТ);;;;;;;0;0;-86;9;98 
0;0;ЛЭП;3521;3438;0;Зейская ГЭС 1C-220 - ПС 220 кВ Магдагачи 2С-220 кВ;9.88;54.75;-360.1;;;;0;0;-171;-36;422 
0;0;ЛЭП;3552;3490;0;Бурейская ГЭС 2C-220 - ПС 220 кВ Талакан;0.41;1.44;-9.1;;;;0;0;-9;;23 
0;0;ЛЭП;3553;3490;0;Бурейская ГЭС 1C-220 - ПС 220 кВ Талакан;0.4;1.39;-8.7;;;;0;0;-10;;25 
0;0;Тр-р;3417;3817;0;ПС 220 кВ Юктали ОРУ 220 кВ - ПС 220 кВ Юктали 1С ОРУ 35 кВ;11;270.53;4.2;0.8;0.181;;18;70321;-2;-19;51 
0;0;Тр-р;3415;3815;0;ПС 220 кВ Хорогочи ОРУ 220 кВ - ПС 220 кВ Хорогочи 1С ОРУ 35 кВ;11.43;268.73;2.8;;0.156;;10;70321;-1;;2 
0;0;ЛЭП;3455;3624;0;ПС 220 кВ Мухинская/т - ПС 220 кВ НПС-24;1.67;6.15;-36.8;;;;0;0;-29;-1;73 
0;0;ЛЭП;3624;3453;0;ПС 220 кВ НПС-24 - ПС 220 кВ Сиваки/т 1С-220;4.72;17.17;-104.2;;;;0;0;-19;-3;51 
0;0;ЛЭП;4614;4620;0;отп.2 ПС 220 кВ НПС-16 - ПС 220 кВ НПС-16 2С-220;0.05;0.16;-1;;;;0;0;-24;-7;64 
0;0;ЛЭП;4613;4619;0;отп.1 ПС 220 кВ НПС-16 - ПС 220 кВ НПС-16 1С-220;0.06;0.21;-1.3;;;;0;0;-12;-3;32 
0;0;ЛЭП;4602;4614;0;ПС 220 кВ Нижний Куранах 2С-220 кВ - отп.2 ПС 220 кВ НПС-16;15.47;52.82;-332.5;;;;0;0;-104;20;266 
0;0;ЛЭП;4601;4613;0;ПС 220 кВ Нижний Куранах 1С-220 кВ - отп.1 ПС 220 кВ НПС-16;15.87;54.16;-341.5;;;;0;0;-94;24;243 
0;0;ЛЭП;3441;3438;0;ПС 220 кВ Ключевая 1С-220 кВ - ПС 220 кВ Магдагачи 2С-220 кВ;5.24;23.43;-144.5;;;;0;0;-64;-9;164 
0;0;ЛЭП;3535;8703;0;ПС 500 кВ Амурская 6С 500 - ПС 500 кВ Хэйхэ;4.82;51.51;-627.1;6;;;0;0;-763;90;883 
0;0;Выкл;3530;3535;0;ПС 500 кВ Амурская 2С 500 - ПС 500 кВ Амурская 6С 500;;;;;;;0;0;-287;16;330 
0;0;Выкл;3535;3532;0;ПС 500 кВ Амурская 6С 500 - ПС 500 кВ Амурская 5С 500;;;;;;;0;0;476;-65;552 
0;0;ЛЭП;3481;3484;0;ПС 220 кВ Завитая 1СШ-220 - ПС 220 кВ НПС-27;5.76;25.74;-158.7;;;;0;0;-4;8;23 
0;0;ЛЭП;3482;3484;0;ПС 220 кВ Завитая 2СШ-220 - ПС 220 кВ НПС-27;5.76;25.74;-158.7;;;;0;0;-4;8;23 
0;0;ЛЭП;4621;4616;0;ПС 220 кВ НПС-18 2 СШ 220 - отп.2 ПС 220 кВ НПС-17;7.15;31.96;-197;;;;0;0;-98;16;249 
0;0;ЛЭП;4618;4615;0;ПС 220 кВ НПС-18 1 СШ 220 - отп.1 ПС 220 кВ НПС-17;7.15;31.95;-197;;;;0;0;-102;15;258 
0;0;ЛЭП;4101;4103;0;ПС 110 кВ Малый Нимныр - ПС 110 кВ Большой Нимныр;11.45;19.64;-122.4;;;;0;0;-44;16;230 
0;0;ЛЭП;4101;4117;0;ПС 110 кВ Малый Нимныр - ПС 110 кВ Хатыми;10.29;17.58;-109.4;;;;0;0;22;-8;117 
0;0;ЛЭП;4103;4105;0;ПС 110 кВ Большой Нимныр - ПС 110 кВ Юхта;4.93;8.45;-52.7;;;;0;0;-42;17;226 
0;0;ЛЭП;4105;4106;0;ПС 110 кВ Юхта - ПС 110 кВ Лебединый;9.26;15.88;-99;;;;0;0;-41;18;225 
0;0;ЛЭП;4107;4121;0;ПС 110 кВ Верхний Куранах отп. - ПС 220 кВ Нижний Куранах 1С-110 кВ;2.34;4.01;-25;;;;0;0;-25;19;158 
0;0;Тр-р;4311;4300;0;Нерюнгринская ГРЭС 1СШ-220 - Нерюгринская ГРЭС ср.т.1АТ ;0.61;46.34;8.3;1.8;1;;0;0;98;-18;244 
0;0;Тр-р;4312;4313;0;Нерюнгринская ГРЭС 2СШ-220 - Нерюгринская ГРЭС ср.т.2АТ ;0.61;44.03;9;1.9;1;;0;0;98;-18;245 
0;0;ЛЭП;4312;4621;0;Нерюнгринская ГРЭС 2СШ-220 - ПС 220 кВ НПС-18 2 СШ 220;16.15;72.17;-445;;;;0;0;-121;15;298 
0;0;Тр-р;4300;4317;0;Нерюгринская ГРЭС ср.т.1АТ  - Нерюнгринская ГРЭС 1СШ-110;0.42;-4.02;;;0.516;;6;70403;106;-2;508 
0;0;Тр-р;4313;4318;0;Нерюгринская ГРЭС ср.т.2АТ  - Нерюнгринская ГРЭС 2СШ-110;0.42;-2.09;;;0.516;;6;70403;106;-3;511 
0;0;Тр-р;4300;4315;0;Нерюгринская ГРЭС ср.т.1АТ  - Нерюнгринская ГРЭС 1С-35;2.52;82.31;;;0.167;;0;0;-8;-7;26 
0;0;Тр-р;4313;4330;0;Нерюгринская ГРЭС ср.т.2АТ  - Нерюнгринская ГРЭС 2С-35;2.52;79.96;;;0.167;;0;0;-8;-7;26 
0;0;Тр-р;4311;4303;0;Нерюнгринская ГРЭС 1СШ-220 - Нерюнгринская ГРЭС Блок 3;0.65;28.06;24.8;4.3;0.065;;0;0;163;20;401 
0;0;ЛЭП;4311;4618;0;Нерюнгринская ГРЭС 1СШ-220 - ПС 220 кВ НПС-18 1 СШ 220;15.81;70.63;-435.5;;;;0;0;-123;15;304 
0;0;ЛЭП;4318;4112;0;Нерюнгринская ГРЭС 2СШ-110 - отп.1 ПС 110 кВ Дежневская;2.41;6.14;-40.9;;;;0;0;-34;-2;163 
0;0;ЛЭП;4110;4112;0;отп.1 ПС 110 кВ Денисовская - отп.1 ПС 110 кВ Дежневская;0.44;1.12;-7.5;;;;0;0;29;2;140 
0;0;ЛЭП;4120;4113;0;отп. ПС 110 кВ ВГК - отп.2 ПС 110 кВ Дежневская;2.39;6.1;-40.6;;;;0;0;-34;-2;164 
0;0;ЛЭП;4111;4113;0;отп.2 ПС 110 кВ Денисовская - отп.2 ПС 110 кВ Дежневская;0.44;1.12;-7.5;;;;0;0;29;2;140 
0;0;Тр-р;4317;4301;0;Нерюнгринская ГРЭС 1СШ-110 - Нерюнгринская ГРЭС Блок 1;0.18;7.02;22.2;6.1;0.13;;0;0;186;14;895 
0;0;Тр-р;4318;4302;0;Нерюнгринская ГРЭС 2СШ-110 - Нерюнгринская ГРЭС Блок 2;0.15;6.09;71.7;13.5;0.13;;0;0;174;20;837 
0;0;ЛЭП;4118;4117;0;отп.2 ПС 110 кВ Угольная - ПС 110 кВ Хатыми;11.85;20.32;-126.6;;;;0;0;-23;9;121 
0;1;Тр-р;4322;4327;0;Чульманская ТЭЦ 2СШ-110 - Чульманская ТЭЦ ТГ 7;4.44;92.49;5.7;;0.057;;0;0;;; 
0;0;Тр-р;4321;4326;0;Чульманская ТЭЦ 1СШ-110 - Чульманская ТЭЦ ТГ 6;4.77;91.75;5.9;;0.057;;0;0;;-7;34 
0;1;Тр-р;4322;4325;0;Чульманская ТЭЦ 2СШ-110 - Чульманская ТЭЦ ТГ 5;4.71;91;7.1;;0.057;;0;0;;; 
0;0;Тр-р;4322;4323;0;Чульманская ТЭЦ 2СШ-110 - Чульманская ТЭЦ ТГ 3;5.07;140.35;8.7;;0.057;;0;0;4;-6;35 
0;0;Тр-р;4602;4606;0;ПС 220 кВ Нижний Куранах 2С-220 кВ - ПС 220 кВ Нижний Куранах ср.т. АТ-2;1.36;101.64;2.6;0.7;1;;0;0;-1;-32;80 
0;0;Тр-р;4601;4603;0;ПС 220 кВ Нижний Куранах 1С-220 кВ - ПС 220 кВ Нижний Куранах ср.т. АТ-1;1.36;101.39;2.6;0.7;1;;0;0;-1;-32;80 
0;0;Тр-р;4603;4121;0;ПС 220 кВ Нижний Куранах ср.т. АТ-1 - ПС 220 кВ Нижний Куранах 1С-110 кВ;1.17;-10.2;;;0.534;;8;70431;5;-10;58 
